,Credit_card,Product_ID,P_CATEGORY,CONDTION,Brand,Price ,Selling_price,Coupon_ID,Date,Time,GTIN,MPN,Merchant_name,M_ID,Payment Method,Transaction ID,Return_ind,Return_date,Discount,Value,Day_of_Week,Month
546,5570.0,132,BEDDING,New,PIUEM,2451.48,2412.48,VM633,2014-08-11,11:18:23,1689453,601933157,DODOcase,UW7353,Deirect debits,2150,1,2014-08-18,39.0,Low,Monday,August
547,7759.0,849,KITCHEN & DINING,Refurbished,ZGHYW,1941.04,1924.04,GE617,2014-07-04,15:35:35,9948173,204815942,The Vitamin Shoppe,HW9975,Mobile carrier Billing,98210,1,2014-07-11,17.0,Low,Friday,July
548,8639.0,534,DECOR,Refurbished,ZACKV,4981.73,4952.73,MM995,2014-06-25,06:27:29,3574075,761906836,Ulta,UO9656,Credit card,9631,1,2014-07-02,29.0,High,Wednesday,June
549,2200.0,140,OFFICE SUPPLIES,Used,WELZA,2513.31,2498.31,EH567,2014-12-12,17:02:45,9151757,898229535,The Vitamin Shoppe,HW9975,Credit card,45677,1,2014-12-19,15.0,Low,Friday,December
550,3966.0,281,CLOTHING,Refurbished,ONKHS,3797.31,3750.31,JE685,2014-10-03,03:50:01,6460064,797812993,The North Face,GH6873,Mobile carrier Billing,32329,1,2014-10-10,47.0,High,Friday,October
551,6053.0,722,GAMES,Refurbished,EITXF,2421.99,2377.99,KH468,2014-01-05,23:53:54,6188271,572019074,Peninsula Beauty,YE5901,Mobile carrier Billing,93271,1,2014-01-12,44.0,Low,Sunday,January
552,2304.0,281,CLOTHING,Refurbished,ONKHS,3797.31,3780.31,LI902,2014-09-28,02:19:44,4573863,910868619,The North Face,GH6873,Credit card,71669,1,2014-10-05,17.0,High,Sunday,September
553,6502.0,795,DECOR,New,QHIYO,2831.25,2783.25,LO299,2014-11-01,16:59:40,8674390,681226512,Right Start,IQ1509,Mobile carrier Billing,95030,1,2014-11-08,48.0,High,Saturday,November
554,7001.0,922,LUGGAGE,New,IWPJG,3788.97,3758.97,XZ260,2014-03-19,08:56:11,3290246,500906364,Guitar Center,GN4259,Mobile carrier Billing,2548,1,2014-03-26,30.0,High,Wednesday,March
555,7589.0,151,SHOES,New,VKKEA,3653.68,3631.68,LI178,2014-07-14,15:26:30,4866436,660026268,Nine West,RM9837,Mobile carrier Billing,95334,1,2014-07-21,22.0,High,Monday,July
556,7738.0,849,KITCHEN & DINING,Refurbished,ZGHYW,1941.04,1925.04,CZ128,2014-03-22,21:39:50,1599313,671063291,The Vitamin Shoppe,HW9975,Mobile carrier Billing,19878,1,2014-03-29,16.0,Low,Saturday,March
557,8026.0,694,ELECTRONICS,New,AGSDS,3123.8,3079.8,GC659,2014-03-13,20:04:50,2603751,125478605,Barnes & Noble,EY1659,Mobile carrier Billing,36023,1,2014-03-20,44.0,High,Thursday,March
558,1808.0,162,BABY CLOTHING,Refurbished,GOZLI,2889.61,2874.61,SG389,2014-10-30,05:06:24,3626867,811855760,Road Runner Sports,MS6579,Credit card,88665,1,2014-11-06,15.0,High,Thursday,October
559,1174.0,931,BEDDING,New,CJUEU,4083.1,3878.9449999999997,PW418,2014-02-26,02:50:32,7492078,630007715,Walgreens,VW7192,Mobile carrier Billing,2828,1,2014-03-05,204.1550000000002,High,Wednesday,February
560,2637.0,765,DECOR,New,ZACKV,4557.18,4329.321,QN252,2014-02-06,05:18:16,5540168,197036409,Costco,GW8247,Prepaid card,73834,1,2014-02-13,227.85900000000038,High,Thursday,February
561,3175.0,281,CLOTHING,Refurbished,ONKHS,3797.31,3607.4444999999996,CU699,2014-04-08,21:27:04,1571450,247327403,The North Face,GH6873,Credit card,39819,1,2014-04-15,189.86550000000034,High,Tuesday,April
562,3833.0,832,COMPUTERS,New,GCVNE,3769.47,3726.47,XW642,2014-12-02,16:14:21,8836040,825792995,DODOcase,UW7352,Mobile carrier Billing,60880,1,2014-12-09,43.0,High,Tuesday,December
563,6740.0,849,ELECTRONICS,Refurbished,FMBZC,3697.22,3655.22,XI126,2014-05-29,02:45:55,5930289,443803271,Walgreens,VW7191,Mobile carrier Billing,75974,1,2014-06-05,42.0,High,Thursday,May
565,5081.0,406,CLOTHING,Used,ONKHS,2202.2,2190.2,HQ227,2014-10-12,17:08:11,4517817,569748654,Cole Hardware,EX7730,Mobile carrier Billing,5456,1,2014-10-19,12.0,Low,Sunday,October
566,5253.0,773,SHOES,New,MQSLF,645.1,635.1,DE508,2014-05-29,07:23:13,6104030,312343998,Nine West,RM9837,Credit card,95814,1,2014-06-05,10.0,Low,Thursday,May
567,4542.0,383,BEDDING,Refurbished,RMHRO,4278.51,4263.51,BN544,2014-10-31,12:08:30,1736037,295184820,Nine West,RM9837,Mobile carrier Billing,87358,1,2014-11-07,15.0,High,Friday,October
568,6740.0,662,BABY CLOTHING,New,CTAOI,4658.93,4612.93,QP332,2014-05-19,15:46:43,5063933,195736214,Peninsula Beauty,YE5901,Mobile carrier Billing,47372,1,2014-05-26,46.0,High,Monday,May
569,2535.0,594,APPLIANCES,Used,BUDLO,3629.75,3609.75,QV545,2014-03-23,21:02:50,2429618,156002321,Ulta,UO9656,Prepaid card,64377,1,2014-03-30,20.0,High,Sunday,March
570,6286.0,162,BABY CLOTHING,Refurbished,GOZLI,2889.61,2876.61,VY578,2014-06-19,20:06:01,6374832,561617858,Road Runner Sports,MS6579,Mobile carrier Billing,23175,1,2014-06-26,13.0,High,Thursday,June
571,8609.0,470,APPLIANCES,New,TTNTN,1187.85,1174.85,TR607,2014-06-28,10:17:48,3258936,389650804,Cole Hardware,EX7729,Gift card,72553,1,2014-07-05,13.0,Low,Saturday,June
572,2011.0,662,ELECTRONICS,Refurbished,FMBZC,1281.3,1232.3,WK685,2014-06-16,08:24:46,5024078,695674680,Barnes & Noble,EY1659,Credit card,29684,1,2014-06-23,49.0,Low,Monday,June
573,4542.0,383,BEDDING,Refurbished,RMHRO,4278.51,4241.51,DL462,2014-03-26,02:42:18,8463531,746430552,Nine West,RM9837,Credit card,64392,1,2014-04-02,37.0,High,Wednesday,March
574,6740.0,512,SHOES,Used,VKKEA,4184.45,4160.45,GR522,2014-02-13,12:41:45,2364396,419572150,Walgreens,VW7191,Credit card,64222,1,2014-02-20,24.0,High,Thursday,February
575,7433.0,623,KITCHEN & DINING,Used,NSILF,4832.53,4817.53,YU566,2014-01-28,06:06:18,2978711,911696422,Nob Hill Foods,KL2558,Mobile carrier Billing,805,1,2014-02-04,15.0,High,Tuesday,January
576,7486.0,657,ELECTRONICS,New,BEFJD,4439.39,4413.39,DA162,2014-10-28,04:01:37,5761620,480845830,DFLOWERS,ZG2587,Credit card,48274,1,2014-11-04,26.0,High,Tuesday,October
577,7856.0,604,ELECTRONICS,Used,CWTLA,4526.52,4489.52,KD861,2014-02-13,08:39:55,1238267,265911540,PetSmart,IB7024,Credit card,65424,1,2014-02-20,37.0,High,Thursday,February
578,8565.0,694,ELECTRONICS,New,AGSDS,3123.8,3079.8,HB714,2014-06-14,06:15:02,9993184,821400030,Barnes & Noble,EY1659,Prepaid card,50018,1,2014-06-21,44.0,High,Saturday,June
579,9334.0,710,APPLIANCES,Used,MVKXW,2926.2,2881.2,ZO423,2014-06-20,12:12:12,9716044,720163115,DFLOWERS,ZG2587,Mobile carrier Billing,25685,1,2014-06-27,45.0,High,Friday,June
580,6700.0,141,COMPUTERS,New,GCVNE,3571.93,3536.93,KT583,2014-10-30,12:45:40,6371580,312080383,Staples,VN6656,Credit card,97131,1,2014-11-06,35.0,High,Thursday,October
581,9940.0,579,SHOES,Refurbished,RKFCM,2298.99,2254.99,MG564,2014-04-03,15:15:15,1965886,372700035,Right Start,IQ1508,Mobile carrier Billing,10276,1,2014-04-10,44.0,Low,Thursday,April
582,3500.0,383,BEDDING,Refurbished,RMHRO,4278.51,4243.51,HZ489,2014-03-01,14:09:13,4286789,419963692,Nine West,RM9837,Mobile carrier Billing,91805,1,2014-03-08,35.0,High,Saturday,March
583,3723.0,657,ELECTRONICS,New,BEFJD,4439.39,4407.39,HF520,2014-01-11,01:38:38,7204301,942056303,DFLOWERS,ZG2587,Mobile carrier Billing,13432,1,2014-01-18,32.0,High,Saturday,January
584,5260.0,119,COMPUTERS,New,YXQFM,901.26,874.26,RV330,2014-08-01,16:34:23,9796660,635785471,Costco,GW8247,Mobile carrier Billing,21140,1,2014-08-08,27.0,Low,Friday,August
585,9940.0,784,GAMES,Used,EITXF,1017.77,987.77,TE804,2014-11-28,04:27:09,2136826,300732342,Costco,GW8248,Debit card,97999,1,2014-12-05,30.0,Low,Friday,November
586,1174.0,389,CLOTHING,New,GTFFL,3747.69,3711.69,CP508,2014-08-25,06:53:43,1908567,597802488,Guitar Center,GN4079,Credit card,37429,1,2014-09-01,36.0,High,Monday,August
587,1808.0,300,APPLIANCES,New,KZDWR,4918.58,4900.58,UO797,2014-03-05,04:36:57,6004717,293129995,Walgreens,VW7191,Credit card,69180,1,2014-03-12,18.0,High,Wednesday,March
588,2200.0,360,DECOR,Used,DGWZG,438.77,420.77,OX672,2014-03-04,18:38:55,5731820,610934648,DFLOWERS,ZG2587,Credit card,64510,1,2014-03-11,18.0,Low,Tuesday,March
589,5570.0,132,BEDDING,New,PIUEM,2451.48,2413.48,LL282,2014-04-24,14:31:30,6673341,906947337,DODOcase,UW7353,Prepaid card,99001,1,2014-05-01,38.0,Low,Thursday,April
590,8381.0,702,DECOR,New,LBVIW,2471.36,2426.36,FG307,2014-09-09,02:59:39,4008776,745873266,Walgreens,VW7192,Mobile carrier Billing,64322,1,2014-09-16,45.0,Low,Tuesday,September
591,1548.0,662,ELECTRONICS,Refurbished,FMBZC,1281.3,1262.3,WB445,2014-10-20,04:48:32,6900931,939572770,Barnes & Noble,EY1659,Mobile carrier Billing,1167,1,2014-10-27,19.0,Low,Monday,October
592,2062.0,623,KITCHEN & DINING,New,ZGHYW,3141.77,3104.77,HH417,2014-10-22,07:31:33,8001941,170674936,DODOcase,UW7352,Mobile carrier Billing,93708,1,2014-10-29,37.0,High,Wednesday,October
593,3199.0,737,DECOR,New,DGWZG,4025.79,3975.79,IT674,2014-04-19,20:24:00,5822494,472771293,Right Start,IQ1508,Credit card,95748,1,2014-04-26,50.0,High,Saturday,April
594,6042.0,151,SHOES,New,VKKEA,3653.68,3624.68,PD403,2014-02-01,21:34:11,2001460,889934115,Nine West,RM9837,Mobile carrier Billing,51445,1,2014-02-08,29.0,High,Saturday,February
595,7301.0,281,DECOR,Refurbished,DGWZG,4589.78,4539.78,PS274,2014-02-28,21:10:16,5718343,129288954,Right Start,IQ1508,Mobile carrier Billing,65333,1,2014-03-07,50.0,High,Friday,February
596,7738.0,572,LUGGAGE,New,CENQJ,3277.74,3233.74,QP516,2014-01-27,07:34:05,5077009,455760940,Gymboree,ZF8986,Mobile carrier Billing,94319,1,2014-02-03,44.0,High,Monday,January
597,9699.0,119,COMPUTERS,New,YXQFM,901.26,864.26,PM563,2014-02-27,08:37:38,1572565,224638580,Costco,GW8247,Credit card,27529,1,2014-03-06,37.0,Low,Thursday,February
599,9305.0,907,DECOR,Used,LBVIW,2661.83,2636.83,LK625,2014-11-08,22:16:36,7979566,963554865,Cole Hardware,EX7731,Mobile carrier Billing,35416,1,2014-11-15,25.0,Low,Saturday,November
600,9950.0,198,CLOTHING,Refurbished,ONKHS,3178.34,3149.34,KR213,2014-01-20,08:29:25,5800434,446967393,REI,EI6774,Credit card,18907,1,2014-01-27,29.0,High,Monday,January
601,2297.0,722,GAMES,Refurbished,EITXF,2421.99,2401.99,EK549,2014-10-15,16:48:28,4045643,632266279,Peninsula Beauty,YE5901,Mobile carrier Billing,43342,1,2014-10-22,20.0,Low,Wednesday,October
602,3942.0,795,DECOR,New,QHIYO,2831.25,2799.25,IH969,2014-03-17,15:37:12,5087997,193195199,Right Start,IQ1509,Debit card,61346,1,2014-03-24,32.0,High,Monday,March
603,4358.0,810,DECOR,Used,ZACKV,1247.24,1223.24,ER576,2014-12-02,23:23:46,7929344,650239402,The Vitamin Shoppe,HW9975,Mobile carrier Billing,25203,1,2014-12-09,24.0,Low,Tuesday,December
604,4358.0,527,BABY CLOTHING,New,BGYXR,3309.99,3264.99,JU332,2014-02-14,05:08:44,7723458,266698113,Barnes & Noble,EY1658,Credit card,48765,1,2014-02-21,45.0,High,Friday,February
605,7481.0,141,COMPUTERS,New,GCVNE,3571.93,3548.93,BY118,2014-10-06,10:57:46,8144401,615374838,Staples,VN6656,Mobile carrier Billing,41365,1,2014-10-13,23.0,High,Monday,October
606,8532.0,594,CLOTHING,New,ONKHS,3715.86,3694.86,SR116,2014-09-12,18:01:52,8775047,249333589,REI,EI6773,Credit card,30759,1,2014-09-19,21.0,High,Friday,September
607,9103.0,737,GAMES,Used,KJOGG,733.21,713.21,OL737,2014-12-01,01:26:53,2240599,678313753,Guitar Center,GN3989,Mobile carrier Billing,74694,1,2014-12-08,20.0,Low,Monday,December
608,9275.0,111,GAMES,New,EITXF,4258.22,4246.22,UU258,2014-04-18,00:49:05,5662276,316200780,Cole Hardware,EX7729,Credit card,39092,1,2014-04-25,12.0,High,Friday,April
609,9629.0,988,CLOTHING,Used,ZVYTC,2079.74,2030.74,KR585,2014-02-01,06:37:56,9712476,139643764,Walgreens,VW7192,Credit card,81594,1,2014-02-08,48.99999999999977,Low,Saturday,February
610,2028.0,832,DECOR,New,ZACKV,1023.49,994.49,QH915,2014-01-17,07:50:46,5483921,565056610,Costco,GW8247,Credit card,78598,1,2014-01-24,29.0,Low,Friday,January
611,7576.0,781,OFFICE SUPPLIES,Refurbished,EVWJY,3890.76,3879.76,SH240,2014-07-22,13:45:24,3147860,280035193,The Vitamin Shoppe,HW9975,Mobile carrier Billing,76541,1,2014-07-29,11.0,High,Tuesday,July
612,6075.0,784,APPLIANCES,Used,AVMAI,2053.24,2006.24,OC269,2014-07-13,00:55:14,4224352,364113027,Ulta,UO9656,Mobile carrier Billing,34057,1,2014-07-20,46.99999999999977,Low,Sunday,July
613,9940.0,535,GAMES,Refurbished,EITXF,3032.65,2990.65,TZ331,2014-09-11,06:56:41,6605584,910914076,L'Occitane,GN3944,Prepaid card,13629,1,2014-09-18,42.0,High,Thursday,September
614,1808.0,844,COMPUTERS,Used,GCVNE,3551.26,3541.26,ZI655,2014-10-09,20:46:53,9942169,540431812,The North Face,GH6873,Credit card,53803,1,2014-10-16,10.0,High,Thursday,October
615,9896.0,141,BABY CLOTHING,Refurbished,TPDLE,849.05,806.05,WI923,2014-04-26,23:46:53,3845140,901974948,Ulta,UO9656,Mobile carrier Billing,80568,1,2014-05-03,43.0,Low,Saturday,April
616,1177.0,311,BABY TOYS,Refurbished,BGYXR,3399.25,3380.25,UM186,2014-05-18,06:10:02,3086556,804507123,Cole Hardware,EX7729,Credit card,77532,1,2014-05-25,19.0,High,Sunday,May
617,2011.0,579,SHOES,Refurbished,RKFCM,2298.99,2248.99,UN216,2014-01-13,07:44:05,4364441,882997181,Right Start,IQ1508,Mobile carrier Billing,50879,1,2014-01-20,50.0,Low,Monday,January
618,6565.0,875,DECOR,Refurbished,LBVIW,4993.38,4982.38,XM587,2014-02-15,19:25:56,6660654,504663460,Cole Hardware,EX7730,Prepaid card,35403,1,2014-02-22,11.0,High,Saturday,February
619,9587.0,775,BABY TOYS,Refurbished,CTAOI,379.49,361.49,VN806,2014-01-03,23:52:35,2732397,588970411,Guitar Center,GN3989,Prepaid card,65613,1,2014-01-10,18.0,Low,Friday,January
620,9532.0,670,GAMES,Used,KJOGG,2461.84,2438.84,PF625,2014-07-05,20:38:56,6750131,358166720,Ulta,UO9659,Prepaid card,93956,1,2014-07-12,23.0,Low,Saturday,July
621,5850.0,644,DECOR,Used,ZACKV,4514.96,4499.96,NP599,2014-01-16,14:42:48,2630748,478922189,Guitar Center,GN4259,Mobile carrier Billing,59721,1,2014-01-23,15.0,High,Thursday,January
622,5974.0,960,ELECTRONICS,New,CWTLA,3994.1,3978.1,ML725,2014-11-11,09:06:15,4479381,809073017,Walgreens,VW7193,Mobile carrier Billing,76434,1,2014-11-18,16.0,High,Tuesday,November
623,9174.0,145,BEDDING,New,PIUEM,3272.59,3243.59,YB888,2014-11-29,18:29:13,8498035,196116920,Road Runner Sports,MS6579,Mobile carrier Billing,7283,1,2014-12-06,29.0,High,Saturday,November
624,9334.0,396,BABY CLOTHING,Refurbished,LATFL,2043.07,2010.07,LU737,2014-08-01,23:19:06,1346116,199520581,The North Face,GH6874,Debit card,81257,1,2014-08-08,33.0,Low,Friday,August
625,4755.0,694,BABY CLOTHING,Used,GOZLI,3967.19,3941.19,HC947,2014-06-09,22:53:39,2053961,788051674,The North Face,GH6872,Mobile carrier Billing,1380,1,2014-06-16,26.0,High,Monday,June
626,9950.0,772,KITCHEN & DINING,New,RGMIK,3373.87,3346.87,MF703,2014-08-02,16:18:40,6044244,609153858,Guitar Center,GN4079,Credit card,60386,1,2014-08-09,27.0,High,Saturday,August
627,7075.0,772,GAMES,Used,KJOGG,706.15,657.15,PL133,2014-12-17,13:11:26,1084476,883074717,L'Occitane,GN4034,Credit card,3033,1,2014-12-24,49.0,Low,Wednesday,December
628,9275.0,710,KITCHEN & DINING,New,RGMIK,663.82,653.82,FA897,2014-01-26,02:44:18,7819769,853474602,Road Runner Sports,MS6579,Credit card,41075,1,2014-02-02,10.0,Low,Sunday,January
629,2396.0,960,BEDDING,New,RKCPD,2882.99,2849.99,GC587,2014-03-30,11:23:54,8199246,742218101,Staples,VN6655,Mobile carrier Billing,82784,1,2014-04-06,33.0,High,Sunday,March
630,1779.0,922,LUGGAGE,Refurbished,TNVON,1567.45,1541.45,XP523,2014-09-13,07:29:57,4447990,937021276,PetSmart,IB7024,Mobile carrier Billing,47819,1,2014-09-20,26.0,Low,Saturday,September
631,2011.0,324,ELECTRONICS,New,AGSDS,2132.96,2106.96,WN495,2014-10-17,17:31:21,6299647,112251772,DODOcase,UW7356,Credit card,38545,1,2014-10-24,26.0,Low,Friday,October
632,6224.0,844,ELECTRONICS,Used,FMBZC,628.67,597.67,SV277,2014-08-09,15:26:47,7483621,721324913,L'Occitane,GN3944,Mobile carrier Billing,68679,1,2014-08-16,31.0,Low,Saturday,August
633,7589.0,266,COMPUTERS,Used,GCVNE,2143.08,2102.08,TX548,2014-10-14,11:35:26,7885979,492881206,REI,EI6774,Credit card,26896,1,2014-10-21,41.0,Low,Tuesday,October
634,8914.0,875,DECOR,Refurbished,LBVIW,4993.38,4974.38,JD688,2014-08-06,00:59:42,1257972,494583397,Cole Hardware,EX7730,Mobile carrier Billing,35748,1,2014-08-13,19.0,High,Wednesday,August
635,9131.0,765,DECOR,New,ZACKV,4557.18,4537.18,TV767,2014-01-16,02:49:19,7209304,467833244,Costco,GW8247,Prepaid card,91194,1,2014-01-23,20.0,High,Thursday,January
636,1548.0,132,OFFICE SUPPLIES,New,WELZA,4531.66,4493.66,CB294,2014-03-09,19:23:28,2496217,863001148,Ulta,UO9657,Credit card,39739,1,2014-03-16,38.0,High,Sunday,March
637,3966.0,449,SHOES,Refurbished,VKKEA,4308.02,4295.02,AV906,2014-05-08,01:37:25,8461321,908279099,Staples,VN6656,Credit card,65710,1,2014-05-15,13.0,High,Thursday,May
638,9756.0,332,APPLIANCES,New,MEWPZ,4447.54,4420.54,GW199,2014-01-29,05:28:35,4548756,329886854,DODOcase,UW7352,Mobile carrier Billing,59435,1,2014-02-05,27.0,High,Wednesday,January
639,1779.0,119,OFFICE SUPPLIES,Refurbished,EVWJY,3130.29,3114.29,TU198,2014-11-19,03:06:59,1473428,536163509,Gymboree,ZF8986,Mobile carrier Billing,71277,1,2014-11-26,16.0,High,Wednesday,November
640,3402.0,260,DECOR,Refurbished,DGWZG,1623.34,1600.34,AM244,2014-10-18,07:43:16,1297200,484080584,Nob Hill Foods,KL2558,Prepaid card,58754,1,2014-10-25,23.0,Low,Saturday,October
641,3723.0,832,COMPUTERS,New,GCVNE,3769.47,3732.47,WP862,2014-02-01,09:52:03,2744884,184643375,DODOcase,UW7352,Mobile carrier Billing,1711,1,2014-02-08,37.0,High,Saturday,February
642,9174.0,539,ELECTRONICS,New,OULOW,668.11,625.11,CZ302,2014-06-26,01:29:34,3359416,794345949,DFLOWERS,ZG2587,Credit card,42473,1,2014-07-03,43.0,Low,Thursday,June
643,6224.0,332,OFFICE SUPPLIES,New,EVWJY,4211.48,4174.48,BF274,2014-01-29,00:04:05,5474506,939647132,The North Face,GH6872,Credit card,94868,1,2014-02-05,37.0,High,Wednesday,January
644,2297.0,875,DECOR,Refurbished,LBVIW,4993.38,4982.38,GJ767,2014-11-16,13:34:42,8409303,750329878,Cole Hardware,EX7730,Mobile carrier Billing,81742,1,2014-11-23,11.0,High,Sunday,November
645,2804.0,572,LUGGAGE,New,CENQJ,3277.74,3236.74,RQ273,2014-01-04,23:34:49,6768153,118771647,Gymboree,ZF8986,Credit card,53335,1,2014-01-11,41.0,High,Saturday,January
646,6071.0,539,SHOES,Refurbished,RKFCM,2837.17,2788.17,SP318,2014-03-06,19:56:24,8203351,616941539,Barnes & Noble,EY1658,Mobile carrier Billing,40144,1,2014-03-13,49.0,High,Thursday,March
647,6286.0,773,SHOES,New,MQSLF,645.1,611.1,NN757,2014-07-09,08:17:34,3426320,996119693,Nine West,RM9837,Mobile carrier Billing,68552,1,2014-07-16,34.0,Low,Wednesday,July
648,2062.0,702,APPLIANCES,Refurbished,BUDLO,4042.54,4011.54,MA896,2014-10-19,19:16:31,6303927,479972839,REI,EI6773,Prepaid card,83451,1,2014-10-26,31.0,High,Sunday,October
649,2866.0,670,GAMES,New,KJOGG,3155.29,3118.29,FO396,2014-05-03,01:48:57,6976319,720597794,Staples,VN6655,Credit card,24787,1,2014-05-10,37.0,High,Saturday,May
650,4852.0,970,SHOES,New,DYHNA,387.88,340.88,QU396,2014-10-28,17:42:38,8872731,872981466,Right Start,IQ1509,Mobile carrier Billing,28466,1,2014-11-04,47.0,Low,Tuesday,October
651,7486.0,198,CLOTHING,Refurbished,ONKHS,3178.34,3140.34,HG926,2014-07-29,13:49:01,4648951,183550257,REI,EI6774,Credit card,39327,1,2014-08-05,38.0,High,Tuesday,July
652,9725.0,810,BABY CLOTHING,Used,GOZLI,2099.17,2089.17,YW317,2014-10-06,00:52:26,2219373,944449251,DODOcase,UW7357,Mobile carrier Billing,17774,1,2014-10-13,10.0,Low,Monday,October
653,1692.0,832,COMPUTERS,New,GCVNE,3769.47,3744.47,KE902,2014-03-23,08:52:24,8260324,453873690,DODOcase,UW7352,Mobile carrier Billing,92122,1,2014-03-30,25.0,High,Sunday,March
654,4818.0,827,KITCHEN & DINING,New,NSILF,2213.77,2164.77,DB111,2014-01-28,00:32:43,3800163,369641482,L'Occitane,GN4304,Mobile carrier Billing,61280,1,2014-02-04,49.0,Low,Tuesday,January
655,1548.0,986,COMPUTERS,New,YXQFM,3205.26,3192.26,QY105,2014-03-03,02:08:32,9849011,625971968,DFLOWERS,ZG2587,Mobile carrier Billing,31785,1,2014-03-10,13.0,High,Monday,March
656,2396.0,644,DECOR,Used,ZACKV,4514.96,4486.96,FF445,2014-07-16,09:21:11,6919435,742120511,Guitar Center,GN4259,Credit card,10728,1,2014-07-23,28.0,High,Wednesday,July
657,2412.0,922,LUGGAGE,Refurbished,TNVON,1567.45,1548.45,PQ671,2014-06-06,10:58:10,8043425,880673394,PetSmart,IB7024,Mobile carrier Billing,2940,1,2014-06-13,19.0,Low,Friday,June
658,4284.0,300,COMPUTERS,Used,YXQFM,2455.58,2440.58,OS623,2014-05-20,09:12:09,1666945,218261309,L'Occitane,GN4124,Prepaid card,56463,1,2014-05-27,15.0,Low,Tuesday,May
659,8067.0,784,APPLIANCES,Used,AVMAI,2053.24,2037.24,HX702,2014-10-01,04:43:24,3553697,580697427,Ulta,UO9656,Mobile carrier Billing,49471,1,2014-10-08,15.999999999999773,Low,Wednesday,October
660,8972.0,534,DECOR,Refurbished,ZACKV,4981.73,4938.73,IJ604,2014-03-25,03:15:08,8384935,396195020,Ulta,UO9656,Mobile carrier Billing,34085,1,2014-04-01,43.0,High,Tuesday,March
661,2237.0,183,LUGGAGE,New,CENQJ,404.74,375.74,EA831,2014-07-01,12:36:06,2659214,951153452,The North Face,GH6872,Mobile carrier Billing,20031,1,2014-07-08,29.0,Low,Tuesday,July
662,3122.0,311,BABY TOYS,New,LATFL,3128.36,3085.36,SV467,2014-05-31,22:52:35,3780273,714247746,DODOcase,UW7355,Credit card,73632,1,2014-06-07,43.0,High,Saturday,May
663,5069.0,907,LUGGAGE,Used,CENQJ,4627.7,4582.7,KA767,2014-08-29,04:02:26,4813076,499161097,PetSmart,IB7024,Credit card,65543,1,2014-09-05,45.0,High,Friday,August
664,3500.0,670,GAMES,Used,KJOGG,2461.84,2442.84,YU987,2014-09-02,18:05:38,7341922,568087046,Ulta,UO9659,Mobile carrier Billing,29150,1,2014-09-09,19.0,Low,Tuesday,September
665,5208.0,622,COMPUTERS,Refurbished,GCVNE,1429.88,1393.88,AP626,2014-08-04,15:36:19,7427035,823850595,Staples,VN6655,Mobile carrier Billing,26417,1,2014-08-11,36.0,Low,Monday,August
666,2200.0,644,DECOR,Used,ZACKV,4514.96,4488.96,QN283,2014-10-28,08:17:31,3981039,899441854,Guitar Center,GN4259,Mobile carrier Billing,16030,1,2014-11-04,26.0,High,Tuesday,October
667,2412.0,544,APPLIANCES,Used,BUDLO,2135.85,2118.85,FJ726,2014-03-17,22:25:33,9907084,154140217,The Vitamin Shoppe,HW9976,Credit card,65595,1,2014-03-24,17.0,Low,Monday,March
668,2535.0,162,BABY CLOTHING,Refurbished,GOZLI,2889.61,2842.61,ZG869,2014-05-03,15:28:34,2347616,770489680,Road Runner Sports,MS6579,Mobile carrier Billing,90335,1,2014-05-10,47.0,High,Saturday,May
669,3723.0,922,LUGGAGE,New,IWPJG,3788.97,3764.97,WH698,2014-01-26,08:49:50,9155881,923771182,Guitar Center,GN4259,Mobile carrier Billing,23227,1,2014-02-02,24.0,High,Sunday,January
670,4542.0,988,CLOTHING,Used,ZVYTC,2079.74,2061.74,LS855,2014-12-20,12:21:52,9489341,438935537,Walgreens,VW7192,Mobile carrier Billing,21090,1,2014-12-27,18.0,Low,Saturday,December
